JGI ID,7942 ID,Start,End,Strand,Mean RNA Seq over ORF
637798888,Synpcc7942_0481,465713,466828,1,9.399641577
637798889,Synpcc7942_0482,467004,468773,0,17.46610169
637798890,Synpcc7942_0483,468776,469219,0,32.28378378
637798891,Synpcc7942_0484,469432,470874,0,5.54954955
637798892,Synpcc7942_0485,470975,472312,1,6.826606876
637798893,Synpcc7942_0486,472319,473554,1,5.19012945
637798894,Synpcc7942_0487,473510,474172,0,17.92156863
637798895,Synpcc7942_0488,474316,475644,1,9.586907449
637798896,Synpcc7942_0489,475665,477044,0,10.99782609
637798897,Synpcc7942_0490,477395,479440,1,12.47556207
637798898,Synpcc7942_0491,479700,479837,1,44.13043478
637798899,Synpcc7942_0492,479877,480824,0,5.697257384
637798900,Synpcc7942_0493,480967,482451,1,2.987878788
637798901,Synpcc7942_0494,482631,482984,0,31.01129944
637798902,Synpcc7942_0495,482981,483517,0,48.2141527
637798903,Synpcc7942_0496,483634,484323,0,13.95942029
637798904,Synpcc7942_0497,484328,484504,0,33.48022599
637798905,Synpcc7942_0498,484585,487098,1,2.738265712
637798906,Synpcc7942_0499,487375,488370,0,6.931726908
637798907,Synpcc7942_0500,488470,488823,0,2.18079096
637798908,Synpcc7942_0501,488833,489483,0,4.668202765
637798909,Synpcc7942_0502,489508,490074,0,1.777777778
637798910,Synpcc7942_0503,490074,490382,0,9.588996764
637798911,Synpcc7942_0504,490382,491698,0,15.83447229
637798912,Synpcc7942_0505,491830,492867,0,49.81695568
637798913,Synpcc7942_0506,492988,493749,1,13.2519685
637798914,Synpcc7942_0507,493736,494284,1,19.05464481
637798915,Synpcc7942_0508,494291,495421,1,6.568523431
637798916,Synpcc7942_0509,495460,495933,1,4.067510549
637798917,Synpcc7942_0510,495930,496580,0,4.91858679
637798918,Synpcc7942_0511,496602,497579,0,19.61145194
637798919,Synpcc7942_0512,497624,498808,0,16.12658228
637798920,Synpcc7942_0513,498901,499653,0,10.17264276
637798921,Synpcc7942_0514,499683,500105,0,18.95035461
637798922,Synpcc7942_0515,500143,500565,0,6.543735225
637798923,Synpcc7942_0516,500562,501884,0,13.17838246
637798924,Synpcc7942_0517,502006,504333,0,3.706185567
637798926,Synpcc7942_0518,504393,505556,1,3.467353952
637798927,Synpcc7942_0519,505620,506138,1,4.639691715
637798928,Synpcc7942_0520,506188,506829,1,6.654205607
637798929,Synpcc7942_0521,506835,507422,1,2.421768707
637798930,Synpcc7942_0522,507941,508312,1,6.252688172
637798931,Synpcc7942_0523,508314,508703,0,10.70512821
637798932,Synpcc7942_0524,508795,509202,0,6.088235294
637798933,Synpcc7942_0525,509226,510332,0,6.753387534
637798934,Synpcc7942_0526,510412,511293,1,2.490929705
637798935,Synpcc7942_0527,511398,512234,0,6.755077658
637798936,Synpcc7942_0528,512589,513578,0,12.82727273
637798937,Synpcc7942_0529,513612,514331,1,9.488888889
637798938,Synpcc7942_0530,514335,515288,1,2.996855346
637798939,Synpcc7942_0531,515313,516176,1,16.25694444
637798940,Synpcc7942_0532,516414,516767,0,5.138418079
637798941,Synpcc7942_0533,516764,517000,0,7.438818565
637798942,Synpcc7942_0534,517016,518941,0,8.478193146
637798943,Synpcc7942_0535,519088,519333,0,812.4186992
637798944,Synpcc7942_0536,519792,520034,1,91.49382716
637798945,Synpcc7942_0537,520102,521355,1,54.39633174
637798946,Synpcc7942_0538,521502,523508,1,52.39661186
637798947,Synpcc7942_0539,523604,524353,1,1.306666667
637798948,Synpcc7942_0540,524367,524828,1,6.058441558
637798949,Synpcc7942_0541,524832,525062,1,4.818181818
637798950,Synpcc7942_0542,525360,526253,1,9.843400447
637798951,Synpcc7942_0543,526250,526813,0,5.624113475
637798952,Synpcc7942_0544,526862,527161,1,7.4
637798953,Synpcc7942_0545,527143,527835,1,8.447330447
637798954,Synpcc7942_0546,527876,530023,1,4.494413408
637798955,Synpcc7942_0547,530057,530566,0,1.870588235
637798956,Synpcc7942_0548,530623,531783,0,17.52799311
637798957,Synpcc7942_0549,531884,532645,1,17.3832021
637798958,Synpcc7942_0550,532654,533037,1,6.661458333
637798959,Synpcc7942_0551,533570,533941,1,441.4139785
637798960,Synpcc7942_0552,534067,535185,1,6.00357462
637798961,Synpcc7942_0553,535182,536534,0,11.16629712
637798962,Synpcc7942_0554,536594,537685,1,19.09798535
637798963,Synpcc7942_0555,537790,538509,1,1.152777778
637798964,Synpcc7942_0556,538506,539219,0,20.8767507
637798965,Synpcc7942_0557,539414,539605,1,26.25
637798966,Synpcc7942_0558,539683,540297,1,22.4796748
637798967,Synpcc7942_0559,540349,541242,0,16.43847875
637798968,Synpcc7942_0560,541275,541979,0,6.331914894
637798969,Synpcc7942_0561,542054,543049,1,14.37148594
637798970,Synpcc7942_0562,543141,543596,1,9.973684211
637798971,Synpcc7942_0563,543654,545654,0,3.874062969
637798972,Synpcc7942_0564,545774,546487,1,6.74929972
637798973,Synpcc7942_0565,546588,547250,1,18.01055807
637798974,Synpcc7942_0566,547262,548017,1,8.310846561
637798975,Synpcc7942_0567,548019,549368,0,4.101481481
637798976,Synpcc7942_0568,549371,550687,0,10.70311314
637798977,Synpcc7942_0569,550718,551653,0,52.53205128
637798978,Synpcc7942_0570,551878,553221,0,6.094494048
637798979,Synpcc7942_0571,553324,554697,0,5.877729258
637798980,Synpcc7942_0572,554694,555134,0,9.752834467
637798981,Synpcc7942_0573,555297,555533,0,4.400843882
637798982,Synpcc7942_0574,555612,556442,1,4.327316486
637798983,Synpcc7942_0575,556414,556977,0,38.08687943
637798984,Synpcc7942_0576,557200,558060,1,5.760743322
637798985,Synpcc7942_0577,558144,558314,1,38.3625731
637798986,Synpcc7942_0578,558408,559616,1,29.12241522
637798987,Synpcc7942_0579,559632,560765,1,9.282186949
637798988,Synpcc7942_0580,560720,562537,0,12.32453245
637798989,Synpcc7942_0581,562634,562981,0,6.997126437
637798990,Synpcc7942_0582,563020,564024,0,0.63681592
637798991,Synpcc7942_0583,564123,565217,1,17.66484018
637798992,Synpcc7942_0584,565354,566079,0,10.24242424
637798993,Synpcc7942_0585,566168,567388,0,63.64864865
637798994,Synpcc7942_0586,567539,568279,0,1.574898785
637798998,Synpcc7942_0587,573854,576583,1,7.117948718
637798999,Synpcc7942_0588,576665,577840,0,5.558673469
637799000,Synpcc7942_0589,577911,578573,1,5.647058824
637799001,Synpcc7942_0590,578620,578967,1,14.68103448
637799002,Synpcc7942_0591,578972,579298,1,10.49847095
637799003,Synpcc7942_0592,579312,580394,0,2.483841182
637799004,Synpcc7942_0593,580422,581174,0,7.609561753
637799005,Synpcc7942_0594,581205,582881,0,7.460345856
637799006,Synpcc7942_0595,582850,583398,0,14.58652095
637799007,Synpcc7942_0596,583496,584428,1,3.555198285
637799008,Synpcc7942_0597,584425,585264,0,3.316666667
637799009,Synpcc7942_0598,585701,587473,1,20.64241399
637799010,Synpcc7942_0599,587802,588404,0,14.15754561
637799011,Synpcc7942_0600,588528,590060,0,2.075016308
637799012,Synpcc7942_0601,590130,590390,0,5.421455939
637799013,Synpcc7942_0602,590846,591454,0,8.81773399
637799014,Synpcc7942_0603,591459,592751,0,17.15003867
637799015,Synpcc7942_0604,592890,593633,1,44.10887097
637799016,Synpcc7942_0605,593711,594694,0,1.959349593
637799017,Synpcc7942_0606,594687,595367,0,2.93979442
637799018,Synpcc7942_0607,595381,595707,1,16.11620795
637799019,Synpcc7942_0608,595756,596298,1,21.57642726
637799020,Synpcc7942_0609,596382,597872,1,9.307847082
637799021,Synpcc7942_0610,597977,599776,1,10.01833333
637799022,Synpcc7942_0611,599815,602205,1,5.549979088
637799023,Synpcc7942_0612,602209,603369,0,7.325581395
637799024,Synpcc7942_0613,603504,603992,0,2.218813906
637799025,Synpcc7942_0614,603996,605675,0,5.117857143
637799026,Synpcc7942_0615,605836,606180,1,3.637681159
637799027,Synpcc7942_0616,606238,607299,1,4.096986817
637799028,Synpcc7942_0617,607311,607688,0,5.645502646
637799029,Synpcc7942_0618,607820,609100,1,31.59875098
637799030,Synpcc7942_0619,609153,609788,1,22.87893082
637799031,Synpcc7942_0620,609866,610570,1,13.42411348
637799032,Synpcc7942_0621,610715,611893,1,10.86938083
637799033,Synpcc7942_0622,611915,613912,1,11.13413413
637799035,Synpcc7942_0623,613972,615351,1,24.74710145
637799036,Synpcc7942_0624,615361,616419,1,120.5051936
637799037,Synpcc7942_0625,616419,618185,1,11.9688738
637799038,Synpcc7942_0626,618362,620221,1,14.09462366
637799039,Synpcc7942_0627,620462,621226,1,2.298039216
637799040,Synpcc7942_0628,621277,622137,1,4.861788618
637799041,Synpcc7942_0629,622134,622340,0,4.400966184
637799042,Synpcc7942_0630,622432,623574,1,3.192475941
637799043,Synpcc7942_0631,623876,624262,0,128.6976744
637799044,Synpcc7942_0632,624322,624849,0,99.25757576
637799045,Synpcc7942_0633,625078,625791,0,111.3039216
637799046,Synpcc7942_0634,625866,626291,0,67.70187793
637799047,Synpcc7942_0635,626299,626916,0,98.9368932
637799048,Synpcc7942_0636,626925,627170,0,120.4349593
637799049,Synpcc7942_0637,627275,629962,0,9.004092262
637799050,Synpcc7942_0638,630050,630463,0,15.15217391
637799051,Synpcc7942_0639,630677,631969,1,19.24593968
637799052,Synpcc7942_0640,632225,633991,1,6.617996604
637799053,Synpcc7942_0641,634089,635996,0,3.674004193
637799054,Synpcc7942_0642,636125,636670,0,12.25091575
637799055,Synpcc7942_0643,636762,636965,1,18.7254902
637799056,Synpcc7942_0644,637075,639339,1,9.506843267
637799057,Synpcc7942_0645,639397,640758,1,77.75330396
637799058,Synpcc7942_0646,640765,640992,1,427.9342105
637799059,Synpcc7942_0647,641196,641738,1,17.05156538
637799060,Synpcc7942_0648,641843,642694,1,6.704225352
637799061,Synpcc7942_0649,642767,643966,0,120.51
637799062,Synpcc7942_0650,644174,644659,0,1.763374486
637799063,Synpcc7942_0651,644741,647161,1,2.567947129
637799064,Synpcc7942_0652,647124,648713,0,7.657861635
637799065,Synpcc7942_0653,648710,649441,0,20.67896175
637799066,Synpcc7942_0654,649443,650009,0,24.5978836
637799067,Synpcc7942_0655,650232,651290,1,21.71482531
637799068,Synpcc7942_0656,651274,652659,1,539.3809524
637799069,Synpcc7942_0657,653047,653388,0,114.4210526
637799070,Synpcc7942_0658,653558,653770,0,19.32394366
637799071,Synpcc7942_0659,653854,655275,0,4.201828411
637799072,Synpcc7942_0660,655282,656253,1,6.12654321
637799073,Synpcc7942_0661,656270,657874,1,4.606853583
637799074,Synpcc7942_0662,657943,658857,1,12.47322404
637799075,Synpcc7942_0663,658977,660875,1,1.578199052
637799076,Synpcc7942_0664,660875,662224,1,1.686666667
637799077,Synpcc7942_0665,662232,662978,0,5.575635877
637799078,Synpcc7942_0666,663141,663761,1,4.38647343
637799079,Synpcc7942_0667,663985,664296,1,61.95512821
637799080,Synpcc7942_0668,664306,664446,0,28.5106383
637799081,Synpcc7942_0669,664540,665124,1,4.735042735
637799082,Synpcc7942_0670,665121,666137,1,5.470993117
637799083,Synpcc7942_0671,666156,666653,1,14.54417671
637799084,Synpcc7942_0672,666887,667849,1,5.193146417
637799085,Synpcc7942_0673,667849,668931,1,4.159741459
637799086,Synpcc7942_0674,669347,670300,1,28.62997904
637799087,Synpcc7942_0675,670297,670818,0,9.262452107
637799088,Synpcc7942_0676,670914,672119,1,1.793532338
637799089,Synpcc7942_0677,672082,672462,0,57.37795276
637799090,Synpcc7942_0678,672767,673402,1,3.441823899
637799091,Synpcc7942_0679,673785,674108,1,307.9444444
637799092,Synpcc7942_0680,674334,675149,1,9.984068627
637799093,Synpcc7942_0681,675164,675862,0,5.949928469
637799094,Synpcc7942_0682,675946,676905,1,12.93541667
637799095,Synpcc7942_0683,676942,677967,1,5.417153996
637799096,Synpcc7942_0684,678025,678774,1,9.696
637799097,Synpcc7942_0685,678881,680548,1,102.8351319
637799098,Synpcc7942_0686,680978,682138,1,34.50904393
637799099,Synpcc7942_0687,682128,683747,1,11.91358025
637799100,Synpcc7942_0688,683722,684060,1,4.445427729
637799101,Synpcc7942_0689,684051,684884,0,10.058753
637799102,Synpcc7942_0690,684868,685155,0,29.42013889
637799103,Synpcc7942_0691,685290,685634,1,3.762318841
637799104,Synpcc7942_0692,685631,686185,0,1.046846847
637799105,Synpcc7942_0693,686247,687080,0,1.293764988
637799106,Synpcc7942_0694,687133,688056,0,94.02164502
637799107,Synpcc7942_0695,688334,688840,0,48.3964497
637799108,Synpcc7942_0696,689050,689145,0,534.8125
637799109,Synpcc7942_0697,689222,690748,0,435.4348396
637799110,Synpcc7942_0698,691085,691519,1,14.28275862
637799111,Synpcc7942_0699,691619,691726,1,315.3611111
637799112,Synpcc7942_0700,691824,692744,0,95.85559175
637799113,Synpcc7942_0701,692799,693260,1,6.891774892
637799114,Synpcc7942_0702,693257,694045,1,2.686945501
637799115,Synpcc7942_0703,694072,695280,1,10.45905707
637799116,Synpcc7942_0704,695313,695948,1,11.65880503
637799117,Synpcc7942_0705,695935,696570,1,11.12735849
637799118,Synpcc7942_0706,696577,697191,0,4.759349593
637799119,Synpcc7942_0707,697172,698641,0,2.10952381
637799121,Synpcc7942_0708,698708,700459,1,29.07762557
637799122,Synpcc7942_0709,700511,700840,1,9.142424242
637799123,Synpcc7942_0710,700843,701538,0,25.95258621
637799124,Synpcc7942_0711,701604,704897,1,5.255919854
637799125,Synpcc7942_0712,705073,706350,0,74.40532081
637799126,Synpcc7942_0713,706450,707673,0,10.56127451
637799127,Synpcc7942_0714,707744,709450,0,4.359109549
637799128,Synpcc7942_0715,709992,711179,1,19.35016835
637799129,Synpcc7942_0716,711446,712546,1,6.114441417
637799130,Synpcc7942_0717,713127,713651,0,0.276190476
637799131,Synpcc7942_0718,713678,714331,0,0.539755352
637799132,Synpcc7942_0719,714328,714831,0,0.26984127
637799133,Synpcc7942_0720,715051,715389,0,0.8820059
637799134,Synpcc7942_0721,715592,715882,0,0
637799135,Synpcc7942_0722,715943,717025,0,0.244690674
637799136,Synpcc7942_0723,717322,717963,0,13.99221184
637799137,Synpcc7942_0724,718004,718447,1,1.630630631
637799138,Synpcc7942_0725,718666,720075,1,1.090070922
637799139,Synpcc7942_0726,720068,720430,1,0.17630854
637799140,Synpcc7942_0727,720423,722966,1,0.60927673
637799141,Synpcc7942_0728,723236,723781,1,26.52930403
637799142,Synpcc7942_0729,723806,724411,1,5.374587459
637799143,Synpcc7942_0730,724626,725165,1,2.42037037
637799144,Synpcc7942_0731,725474,727354,1,1.175970229
637799146,Synpcc7942_0732,727482,727691,1,17.78571429
637799147,Synpcc7942_0733,727691,729154,1,9.003415301
637799148,Synpcc7942_0734,729177,731051,1,10.29813333
637799149,Synpcc7942_0735,731099,731428,1,10.89090909
637799150,Synpcc7942_0736,731434,731745,1,12.28846154
637799151,Synpcc7942_0737,731738,732376,1,8.258215962
637799152,Synpcc7942_0738,732710,733270,1,4.408199643
637799153,Synpcc7942_0739,733536,733880,1,2.930434783
637799154,Synpcc7942_0740,733877,734716,1,2.023809524
637799155,Synpcc7942_0741,734713,735552,1,3.107142857
637799157,Synpcc7942_0742,735651,736136,1,7.874485597
637799158,Synpcc7942_0743,736140,738155,1,3.650793651
637799159,Synpcc7942_0744,738159,739610,1,5.694903581
637799160,Synpcc7942_0745,739615,740778,1,3.27233677
637799161,Synpcc7942_0746,740782,741288,1,3.301775148
637799162,Synpcc7942_0747,741396,742820,1,12.58947368
637799163,Synpcc7942_0748,742817,743320,1,13.10119048
637799164,Synpcc7942_0749,743324,743614,1,14.26460481
637799165,Synpcc7942_0750,743738,746590,1,3.780231335
637799166,Synpcc7942_0751,746590,747510,1,1.880564604
637799167,Synpcc7942_0752,747510,747722,1,2.14084507
637799168,Synpcc7942_0753,747719,749161,1,1.41025641
637799169,Synpcc7942_0754,749183,749431,0,1.899598394
637799170,Synpcc7942_0755,749431,750009,1,1.609671848
637799171,Synpcc7942_0756,750406,750870,1,12.85591398
637799172,Synpcc7942_0757,751277,751957,1,6.967694567
637799173,Synpcc7942_0758,751959,752381,1,12.03073286
637799174,Synpcc7942_0759,752574,753953,1,20.15
637799175,Synpcc7942_0760,753963,754553,1,12.18781726
637799176,Synpcc7942_0761,754779,755507,0,8.903978052
637799177,Synpcc7942_0762,756010,756561,0,43.26086957
637799178,Synpcc7942_0763,756989,757318,0,2.754545455
637799179,Synpcc7942_0764,757356,757595,0,9.125
637799180,Synpcc7942_0765,757839,758327,1,15.38241309
637799181,Synpcc7942_0766,758390,759037,1,0.87191358
637799182,Synpcc7942_0767,759413,759847,1,3
637799184,Synpcc7942_0768,760522,761178,1,22.50380518
637799185,Synpcc7942_0769,761226,762128,1,9.619047619
637799186,Synpcc7942_0770,762159,763643,1,9.341414141
637799187,Synpcc7942_0771,763640,764854,0,4.744855967
637799188,Synpcc7942_0772,764984,765577,0,5.664983165
637799189,Synpcc7942_0773,765592,766197,0,13.81188119
637799190,Synpcc7942_0774,766216,767103,1,14.84684685
637799191,Synpcc7942_0775,767242,767721,0,9.091666667
637799192,Synpcc7942_0776,767721,768626,0,16.15562914
637799193,Synpcc7942_0777,768669,769538,0,9.848275862
637799194,Synpcc7942_0778,769574,770038,1,2.369892473
637799195,Synpcc7942_0779,770131,772593,1,12.81404791
637799196,Synpcc7942_0780,772585,773958,0,4.379912664
637799197,Synpcc7942_0781,774004,776520,0,6.661104489
637799198,Synpcc7942_0782,776760,778556,0,7.725653868
637799199,Synpcc7942_0783,778589,779245,0,9.395738204
637799200,Synpcc7942_0784,779531,779848,1,10.94339623
637799201,Synpcc7942_0785,779781,781919,1,1.042075736
637799202,Synpcc7942_0786,782076,782942,1,1.928489043
637799203,Synpcc7942_0787,783007,783885,1,9.052332196
637799204,Synpcc7942_0788,783954,784748,0,13.87798742
637799205,Synpcc7942_0789,784844,785167,0,5.070987654
637799206,Synpcc7942_0790,785282,785710,0,122.6410256
637799207,Synpcc7942_0791,785973,787211,0,2.871670702
637799208,Synpcc7942_0792,787255,788490,0,5.616504854
637799209,Synpcc7942_0793,788593,789261,0,23.11958146
637799210,Synpcc7942_0794,789460,790233,0,115.9664083
637799211,Synpcc7942_0795,790436,791047,0,1.509803922
637799212,Synpcc7942_0796,791175,791720,1,2.954212454
637799213,Synpcc7942_0797,792010,792270,1,43.90421456
637799214,Synpcc7942_0798,792319,792804,0,2.855967078
637799215,Synpcc7942_0799,792810,794390,0,7.395951929
637799216,Synpcc7942_0800,794455,795048,0,4.272727273
637799217,Synpcc7942_0801,795123,795812,1,75.31884058
637799218,Synpcc7942_0802,795917,796504,1,4.858843537
637799220,Synpcc7942_0803,796507,797289,0,5.522349936
637799221,Synpcc7942_0804,797288,798349,1,9.719397363
637799222,Synpcc7942_0805,798349,799095,1,10.54752343
637799223,Synpcc7942_0806,799095,799826,1,4.461748634
637799224,Synpcc7942_0807,799840,800679,1,8.69047619
637799225,Synpcc7942_0808,800851,802980,0,10.0915493
637799226,Synpcc7942_0809,803073,804815,1,5.090648308
637799227,Synpcc7942_0810,804853,805086,1,1.61965812
637799228,Synpcc7942_0811,805186,806769,1,3.919191919
637799229,Synpcc7942_0812,806893,807813,1,17.03040174
637799230,Synpcc7942_0813,807839,809101,1,12.74267617
637799231,Synpcc7942_0814,809134,809358,1,27.90222222
637799232,Synpcc7942_0815,809365,810096,1,10.2363388
637799233,Synpcc7942_0816,810181,812226,0,2.526392962
637799234,Synpcc7942_0817,812331,812723,0,7.819338422
637799235,Synpcc7942_0818,812955,813224,1,26.06666667
637799236,Synpcc7942_0819,813221,813886,1,17.42642643
637799237,Synpcc7942_0820,813960,814394,1,19.83218391
637799238,Synpcc7942_0821,814476,816077,1,4.019350811
637799239,Synpcc7942_0822,816064,817089,1,3.891812865
637799240,Synpcc7942_0823,817168,818214,1,5.065902579
637799241,Synpcc7942_0824,818189,819895,1,3.691857059
637799242,Synpcc7942_0825,819956,820654,0,2.167381974
637799243,Synpcc7942_0826,820693,821628,1,3.10042735
637799244,Synpcc7942_0827,821757,822803,0,9.614135626
637799245,Synpcc7942_0828,822873,823241,0,8.436314363
637799246,Synpcc7942_0829,823506,823838,1,32.51651652
637799247,Synpcc7942_0830,823942,825330,1,6.838732901
637799248,Synpcc7942_0831,825403,826005,0,2.540630182
637799249,Synpcc7942_0833,827112,828182,1,12.26797386
637799250,Synpcc7942_0834,828582,829235,1,250.6804281
637799251,Synpcc7942_0835,829661,830788,1,9.138297872
637799252,Synpcc7942_0836,831166,832182,0,0.47394297
637799253,Synpcc7942_0837,832179,832811,0,0.453396524
637799254,Synpcc7942_0838,832860,833957,0,0.500910747
637799255,Synpcc7942_0839,833950,834954,0,0.794029851
637799256,Synpcc7942_0840,834991,835473,0,0.836438923
637799257,Synpcc7942_0841,835671,837011,1,1.126771066
637799258,Synpcc7942_0842,837065,838405,0,11.20656227
637799259,Synpcc7942_0843,838504,838935,0,44.53935185
637799260,Synpcc7942_0844,839099,839809,0,23.73417722
637799261,Synpcc7942_0845,839873,840079,1,1.666666667
637799262,Synpcc7942_0846,840263,841081,0,12.4981685
637799263,Synpcc7942_0847,841120,842232,0,16.51212938
637799264,Synpcc7942_0848,842336,845347,0,5.142098274
637799265,Synpcc7942_0849,845822,846433,0,36.24183007
637799266,Synpcc7942_0850,846479,846679,0,34.45771144
637799267,Synpcc7942_0851,847233,848258,1,12.35380117
637799268,Synpcc7942_0853,848870,850105,1,7.410194175
637799270,Synpcc7942_0854,850233,852629,1,4.862745098
637799271,Synpcc7942_0855,853629,854882,1,16.56140351
637799272,Synpcc7942_0856,854933,855295,1,18.58953168
637799273,Synpcc7942_0857,855315,855821,1,16.42011834
637799274,Synpcc7942_0858,855893,860113,1,16.89978678
637799275,Synpcc7942_0859,860118,862976,1,10.9143057
637799276,Synpcc7942_0860,862987,863946,1,10.66770833
637799277,Synpcc7942_0861,864180,865469,0,15.29689922
637799278,Synpcc7942_0862,865596,865973,1,17.8015873
637799279,Synpcc7942_0863,866027,867208,1,26.61675127
637799280,Synpcc7942_0864,867395,867913,1,38.14258189
637799281,Synpcc7942_0865,867986,868477,1,9.213414634
637799282,Synpcc7942_0866,868540,869121,1,5.142611684
637799283,Synpcc7942_0867,869169,869504,1,13.72619048
637799284,Synpcc7942_0868,869505,871253,1,6.310463122
637799285,Synpcc7942_0869,871262,871852,1,5.903553299
637799286,Synpcc7942_0870,871886,872113,0,10.02631579
637799287,Synpcc7942_0871,872106,872330,0,9.666666667
637799288,Synpcc7942_0872,872362,872940,1,0.778929188
637799289,Synpcc7942_0873,873108,874196,0,3.885215794
637799290,Synpcc7942_0874,874390,877449,0,3.782026144
637799291,Synpcc7942_0875,877453,877887,0,8.135632184
637799292,Synpcc7942_0876,877976,880675,1,8.903703704
637799293,Synpcc7942_0877,880867,883485,1,6.306605575
637799294,Synpcc7942_0878,883835,886261,1,13.79316028
637799295,Synpcc7942_0879,886245,886892,1,6.557098765
637799296,Synpcc7942_0880,886915,887472,0,10.83870968
637799297,Synpcc7942_0881,887552,888427,1,3.181506849
637799298,Synpcc7942_0882,888440,889096,0,12.81430746
637799299,Synpcc7942_0883,889306,889623,0,184.5345912
637799300,Synpcc7942_0884,889697,890926,0,258.5495935
637799301,Synpcc7942_0885,890953,893037,0,132.8297362
637799302,Synpcc7942_0886,893112,893582,0,90.76857749
637799303,Synpcc7942_0887,893750,894124,0,128.52
637799304,Synpcc7942_0888,894280,894639,0,5.425
637799305,Synpcc7942_0889,894636,896453,0,5.393839384
637799307,Synpcc7942_0890,896748,901358,1,42.505964
637799308,Synpcc7942_0891,901736,902035,1,50.42666667
637799309,Synpcc7942_0892,902109,903119,0,4.315529179
637799310,Synpcc7942_0893,903201,904283,1,5.266851339
637799311,Synpcc7942_0894,904845,905417,0,3.844677138
637799312,Synpcc7942_0895,905485,906657,0,1.890025575
637799313,Synpcc7942_0896,906832,907638,1,14.82032218
637799314,Synpcc7942_0897,907653,907928,1,9.246376812
637799315,Synpcc7942_0898,907925,908317,1,7.165394402
637799316,Synpcc7942_0899,908498,909295,0,1.101503759
637799317,Synpcc7942_0900,909440,909643,0,44.32352941
637799318,Synpcc7942_0901,909780,910676,1,4.526198439
637799319,Synpcc7942_0902,910735,911694,0,3.772916667
637799320,Synpcc7942_0903,911756,914341,0,13.40448569
637799321,Synpcc7942_0904,914613,915158,1,21.71245421
637799322,Synpcc7942_0905,915588,916130,1,486.9742173
637799323,Synpcc7942_0906,916262,916747,1,24.218107
637799324,Synpcc7942_0907,916954,917166,1,4.774647887
637799325,Synpcc7942_0908,917280,917987,1,5.653954802
637799326,Synpcc7942_0909,918135,918491,1,38.76190476
637799327,Synpcc7942_0910,918560,918988,1,33.75524476
637799328,Synpcc7942_0911,918998,919249,1,14.92857143
637799329,Synpcc7942_0912,919325,921283,1,2.097498724
637799330,Synpcc7942_0913,921286,921780,0,1.276767677
637799331,Synpcc7942_0914,921780,922391,0,5.717320261
637799332,Synpcc7942_0915,922388,922837,0,23.85555556
637799333,Synpcc7942_0916,922848,922976,0,111.4341085
637799334,Synpcc7942_0917,923527,923793,0,29.55430712
637799335,Synpcc7942_0918,924079,926028,1,14.94358974
637799336,Synpcc7942_0919,926077,926523,1,20.30872483
637799337,Synpcc7942_0920,926720,926974,0,178.1254902
637799338,Synpcc7942_0921,927092,927394,0,11.45874587
637799339,Synpcc7942_0922,927391,928293,0,1.96345515
637799340,Synpcc7942_0923,928293,929168,0,7.28652968
637799341,Synpcc7942_0924,929220,931214,0,6.723308271
637799343,Synpcc7942_0925,931278,932579,0,14.92780338
637799344,Synpcc7942_0926,932734,933993,1,6.013492063
637799345,Synpcc7942_0927,934021,934746,1,10.70110193
637799346,Synpcc7942_0928,934864,937029,1,24.23176362
637799347,Synpcc7942_0929,937039,937893,1,21.7122807
637799348,Synpcc7942_0930,937912,938379,1,20.71794872
637799349,Synpcc7942_0931,938386,939192,1,11.86493185
637799350,Synpcc7942_0932,939193,940392,1,4.468333333
637799351,Synpcc7942_0933,940410,940925,0,2.703488372
637799352,Synpcc7942_0934,940995,942056,1,2.739171375
637799353,Synpcc7942_0935,942068,942838,0,3.062256809
637799354,Synpcc7942_0936,942843,943388,0,2.836996337
637799355,Synpcc7942_0937,943435,944127,0,5.542568543
637799356,Synpcc7942_0938,944220,944540,1,6.08411215
637799357,Synpcc7942_0939,944618,945244,1,12.71929825
637799358,Synpcc7942_0940,945289,945639,0,16.12250712
637799359,Synpcc7942_0941,946064,947773,0,16.25906433
637799360,Synpcc7942_0942,947957,949849,0,40.71949287
637799361,Synpcc7942_0943,950237,951505,1,28.28841608
637799362,Synpcc7942_0944,951502,952740,1,4.532687651
637799363,Synpcc7942_0945,952793,953767,0,0.694358974
637799364,Synpcc7942_0946,954141,955628,1,2.391129032
637799366,Synpcc7942_0947,955647,956714,0,2.073033708
637799367,Synpcc7942_0948,956719,957546,0,1.676328502
637799368,Synpcc7942_0949,957546,958424,0,2.620022753
637799369,Synpcc7942_0950,958421,959737,0,3.555808656
637799370,Synpcc7942_0951,959837,960685,1,7.956419317
637799371,Synpcc7942_0952,960829,961620,0,6.141414141
637799372,Synpcc7942_0953,961744,962208,0,5.344086022
637799373,Synpcc7942_0954,962266,963300,0,6.457971014
637799374,Synpcc7942_0955,963272,963790,0,10.51637765
637799375,Synpcc7942_0956,963926,965068,1,28.4768154
637799376,Synpcc7942_0957,965072,965719,1,16.17283951
637799377,Synpcc7942_0958,965726,966355,0,3.446031746
637799378,Synpcc7942_0959,966530,967561,0,10.875
637799379,Synpcc7942_0960,967595,968848,1,3.267942584
637799380,Synpcc7942_0961,968937,969950,1,4.884615385
637799381,Synpcc7942_0962,969968,971323,0,3.070058997
637799382,Synpcc7942_0963,971259,971639,0,12.0839895
637799383,Synpcc7942_0964,971856,972374,1,15.89210019
